код_препарата,дозировка,торговое_название,стоимость,мета_информация
201300118,500,левофлоксацин,-1,"левофлоксацин, 500 мг № 5, таблетки покрытые плёночной оболочкой"
201900134,400,мофлаксия,-1,"мофлаксия, 400 мг № 5, таблетки покрытые плёночной оболочкой"
201900135,110,прадакса,-1,"прадакса, 110 мг № 30, капсулы"
201700066,2,салофальк,-1,"салофальк, 2 г, 30 мл № 7, суспензия ректальная"
201900139,25,карведилол-вертекс,-1,"карведилол-вертекс, 25 мг № 30, таблетки"
201000175,300,резонизат,-1,"резонизат, 300 мг № 100, капсулы"
201900140,250,азитромицин-вертекс,-1,"азитромицин-вертекс, 250 мг № 6, капсулы"
201900142,10,торасемид канон,-1,"торасемид канон, 10 мг № 20, таблетки"
201900143,10,торасемид медисорб,-1,"торасемид медисорб, 10 мг № 20, таблетки"
200900439,10,акатинол мемантин,-1,"акатинол мемантин, 10 мг № 90, таблетки покрытые плёночной оболочкой"
201500051,25,мелипрамин,-1,"мелипрамин, 25 мг № 50, таблетки покрытые плёночной оболочкой"
201900158,100,тримедат,-1,"тримедат, 100 мг № 10, таблетки"
201800122,10,бринзопт,-1,"бринзопт, 10 мг/мл, 5 мл № 1, капли глазные"
201800063,14,абаджио,-1,"абаджио, 14 мг № 28, таблетки покрытые плёночной оболочкой"
201900166,10,аторвастатин авексима,-1,"аторвастатин авексима, 10 мг № 30, таблетки покрытые плёночной оболочкой"
201900167,10,аторвастатин-алси,-1,"аторвастатин-алси, 10 мг № 30, таблетки покрытые плёночной оболочкой"
201900168,20,аторвастатин медисорб,-1,"аторвастатин медисорб, 20 мг № 30, таблетки покрытые плёночной оболочкой"
201900169,20,аторвастатин авексима,-1,"аторвастатин авексима, 20 мг № 30, таблетки покрытые плёночной оболочкой"
201900170,20,аторвастатин-алси,-1,"аторвастатин-алси, 20 мг № 30, таблетки покрытые плёночной оболочкой"
201900171,40,аторвастатин-алси,-1,"аторвастатин-алси, 40 мг № 30, таблетки покрытые плёночной оболочкой"
201900175,25,хлорпромазин органика,-1,"хлорпромазин органика, 25 мг № 10, таблетки, покр.плен.оболочкой"
201900176,50,хлорпромазин органика,-1,"хлорпромазин органика, 50 мг № 10, таблетки, покр.плен.оболочкой"
201900177,100,хлорпромазин органика,-1,"хлорпромазин органика, 100 мг № 10, таблетки, покр.плен.оболочкой"
201900178,unknown,октаплекс,-1,"октаплекс, № 1, лиофилизат для приготовления раствора для внутривенного введения"
201900179,40,аторвастатин авексима,-1,"аторвастатин авексима, 40 мг № 30, таблетки покрытые плёночной оболочкой"
200900472,100+25,"мадопар (диспергируемые) ""125""",-1,"мадопар ""125"", 100 мг + 25 мг № 100, таблетки диспергируемые"
200900186,100+25,мадопар гсс,-1,"мадопар гсс ""125"", 100 мг+25 мг № 100, капсулы с модифицированным высвобождением"
201200302,150,рифампицин,-1,"рифампицин, 150 мг № 20, капсулы"
201900191,300,липоевая кислота,-1,"липоевая кислота, 300 мг № 30, капсулы"
201900192,10,мст континус,-1,"мст континус, 10 мг № 20, таблетки пролонгированного действия покрытые плёночной оболочкой"
201900195,100,изониазид-ферейн,-1,"изониазид-ферейн, 100 мг/мл, 5 мл № 10, раствор для инъекций и ингаляций"
202100012,100,дарбэстим,-1,"дарбэстим, 100 мкг/мл, 0,3 мл, шприцы № 4, раствор для инъекций"
202200026,25,гидроксизин-вертекс,-1,"гидроксизин-вертекс, 25 мг № 30, таблетки покрытые плёночной оболочкой"
202200030,10,метотрексат-келун-казфарм,-1,"метотрексат-келун-казфарм, 10 мг/мл, 2 мл № 1, раствор для инъекций"
201300227,500,октанат,-1,"октанат, 500 ме, флакон № 1, лиофилизат для раствора для внутривенного введения"
202200033,10,икатибант,-1,"икатибант, 10 мг/мл, 3 мл, шприц № 1, раствор для подкожного введения"
